#1 
double table1(336, 8)
	# Time (s)	(1)Temperature exterieure  station meteo	(2)Temperature soufflage CTA Multifonctionnelle	(3)Temperature reprise CTA Multifonctionnelle	(4)Temperature soufflage CTA RDC R+1	(5)Temperature reprise CTA RDC R+1	(6)ahu_R1	(7)ahu_multi 
26960400.0	7.793041958041958	18.825518879310344	17.45197368421053	17.3972376	17.169546931818182	0.0	0.0
26962200.0	7.917307692307692	18.79397786091954	17.447368421052634	17.35057275	17.17060759090909	0.0	0.0
26964000.0	7.876555299539171	18.732857214285712	17.44625	17.294286375000002	17.169678661290323	0.0	0.0
26965800.0	7.483870967741936	18.733782386554623	17.47191223529412	17.295240398395723	17.18967916129032	0.0	0.0
26967600.0	7.51158357771261	18.745975448051947	17.530002	17.374627338842974	17.207273090909087	0.0	0.0
26969400.0	7.93235294117647	18.746451440227705	17.5600005	17.285441522058825	17.200000499999998	0.0	0.0
26971200.0	7.588461538461539	18.721168250620345	17.59640982051282	17.29385545935315	17.240768749999997	0.0	0.0
26973000.0	7.818831168831169	18.808096452380955	17.71479120833333	17.34659244155844	17.27285710714286	0.0	0.0
26974800.0	8.232444341372913	18.78179517948718	17.729121992346936	17.33091986734694	17.326251312500002	0.0	0.0
26976600.0	8.224107142857143	18.82221348791209	17.77714471428571	17.311786714285716	17.322918062499998	0.0	0.0
26978400.0	8.269642857142857	18.749142314285717	17.690002	17.47030368939394	17.269696969696973	0.0	0.0
26980200.0	8.290056022408963	20.61035425294118	18.29352978235294	23.275221386029415	19.47999961764706	1588.235294117647	0.0
26982000.0	8.352380952380953	22.65017544347826	20.061304921739133	24.117446595108696	20.022610065217393	1800.0	547.8260869565217
26983800.0	8.315097402597402	25.372885730769234	21.291989079545456	24.607001875	20.335058553977273	1800.0	600.0
26985600.0	7.958766233766234	25.774561164835166	21.30027910296846	24.737716250000002	20.543304127087197	1800.0	600.0
26987400.0	8.125191570881226	25.780429004273504	21.39083221893815	24.94935005172414	20.856979474822115	1800.0	600.0
26989200.0	8.267839756592293	25.913893394796382	21.43939165720081	25.150935119675456	21.03639150912779	1800.0	600.0
26991000.0	8.4525	26.483296142045457	21.61562653125	25.50312646875	21.18062603125	1800.0	600.0
26992800.0	9.075000000000001	26.63578639669422	21.73181834090909	25.627728545454545	21.300909545454548	1800.0	600.0
26994600.0	9.57	26.816668833333335	21.828001333333336	25.856668666666668	21.43200086666667	1800.0	600.0
26996400.0	9.3421875	26.115347899305558	21.902813359375003	25.248751375	21.511407820312503	1800.0	600.0
26998200.0	9.498529411764705	25.900704899918303	21.84191325	25.015148661764705	21.494559845588235	1800.0	600.0
27000000.0	10.553571428571429	26.057322950892857	21.771750133333335	25.120894196428573	21.48849304761905	1800.0	600.0
27001800.0	11.018465909090908	27.018647427083334	21.83185535729167	26.095521085937502	21.57710040104167	1800.0	600.0
27003600.0	10.816938920454547	27.422239739583336	21.928699044270836	26.45161556640625	21.685235716145833	1800.0	600.0
27005400.0	10.638281249999999	27.752224527777777	22.167293708333332	26.79819565625	21.98079318541667	1800.0	600.0
27007200.0	10.476785714285715	27.793890611111113	22.276667583333335	26.802779500000003	22.062666966666665	1800.0	600.0
27009000.0	10.354741379310346	28.197318961904763	22.362557816666666	27.185684041269845	22.157112238888892	1800.0	600.0
27010800.0	10.483938294010889	28.390014921553888	22.443001139473687	27.38298228162072	22.25636922894737	1800.0	600.0
27012600.0	10.405882352941177	28.5327778627451	22.503637729946522	27.48932795136486	22.32428731512605	1800.0	600.0
27014400.0	10.2925	28.540864933333335	22.485909954545455	27.516296210784315	22.39935923214286	1800.0	600.0
27016200.0	9.991176470588234	28.029020960784315	22.3522158183391	26.99776738627451	22.409375	1800.0	600.0
27018000.0	9.671999999999999	24.908572604761904	22.158825705882354	23.988630163809525	22.319375	1800.0	600.0
27019800.0	9.30875	22.72035774603175	21.828132106060607	22.00797738293651	22.038940734848484	1800.0	600.0
27021600.0	9.053879310344827	21.730518500000002	21.642194761755487	21.028794181034485	21.834107285266462	1800.0	600.0
27023400.0	8.777906976744186	17.99458372222222	21.14055775	17.57541765972222	21.370741555555554	1800.0	600.0
27025200.0	8.73953488372093	19.842500533333336	19.812667633333334	16.88016690833333	21.071778000000002	1800.0	40.0
27027000.0	8.508508891928864	21.545883500000002	20.40428668487395	16.614706411764708	20.849411811764707	1800.0	0.0
27028800.0	7.374	21.5986672	20.14714395714286	17.620000766666667	19.16600054666667	120.0	0.0
27030600.0	7.063888888888889	21.255556055555555	19.216666833333335	18.791826789682542	17.95694484027778	0.0	0.0
27032400.0	6.816071428571428	20.842245760204083	18.599490719387756	18.869183724489798	17.613631382440477	0.0	0.0
27034200.0	6.563157894736842	20.267218142857143	18.06391115037594	18.5275942518797	17.342105614035088	0.0	0.0
27036000.0	7.190885416666667	19.840000333333332	17.735001749999995	18.130477309523812	17.16527904166667	0.0	0.0
27037800.0	7.1812499999999995	19.501176823529413	17.52529438235294	17.809333403743313	17.05676549264706	0.0	0.0
27039600.0	7.141406249999999	19.185350023255815	17.431164197674416	17.48977472727272	17.0025010625	0.0	0.0
27041400.0	7.110156249999999	19.008604906976746	17.375350709302325	17.262501999999998	16.969166895833336	0.0	0.0
27043200.0	6.9632812500000005	18.883043480620156	17.285698835271315	17.13409184659091	16.897917718749998	0.0	0.0
27045000.0	6.596938775510204	18.699286642857146	17.105714892857144	16.961201774350652	16.72071575	0.0	0.0
27046800.0	6.121957671957672	18.58148114814815	17.060001	16.87360907070707	16.6800015	0.0	0.0
27048600.0	6.457692307692308	18.507693615384618	17.111346173076925	16.788777346153847	16.732637450549444	0.0	0.0
27050400.0	7.243406593406594	18.468599869747898	17.18824046683673	16.783833525000002	16.792041448979592	0.0	0.0
27052200.0	7.361129895745281	18.46313741176471	17.26478018956044	16.78833375	16.834257398101897	0.0	0.0
27054000.0	7.441666666666666	18.47196138235294	17.3423451640625	16.796084121875	16.866933630681817	0.0	0.0
